"宁B20DY9","奥迪","1","220","4400","5"
"宁B6X314","雪铁龙","1","200","4000","5"
"宁BK91K1","路虎","1","180","3600","5"
"宁D58Q8V","雪铁龙","1","200","4000","5"
"川A93G2P","比亚迪","1","160","3200","5"
"川C5H5N2","比亚迪","1","160","3200","5"
"川C90IJ4","比亚迪","1","160","3200","5"
"川D8572V","玛莎拉蒂","1","210","4200","5"
"川E67611","法拉利","1","200","4000","5"
"川H3J63F","捷豹","1","190","3800","5"
"川HR7392","夏利","1","150","3000","5"
"川HS9Q74","奔驰","1","170","3400","5"
"川J0IW19","路虎","1","180","3600","5"
"川J7SJ39","长城","1","160","3200","5"
"川JJ081W","奥迪","1","220","4400","5"
"川K8D98S","法拉利","1","200","4000","5"
"川L31P16","宝马","1","170","3400","5"
"川L4H2T4","长城","1","160","3200","5"
"川Q75V54","兰博基尼","1","170","3400","5"
"川R033UZ","长城","1","160","3200","5"
"川R1D329","沃尔沃","1","220","4400","5"
"川RH25E5","福特","1","190","3800","5"
"川SC4568","凯迪拉克","1","190","3800","5"
"川SC9225","路虎","1","180","3600","5"
"川U0XQ16","夏利","1","150","3000","5"
"川U9OH06","兰博基尼","1","170","3400","5"
"川W0MH87","捷豹","1","190","3800","5"
"川W0Y039","兰博基尼","1","170","3400","5"
"川W273I4","比亚迪","1","160","3200","5"
"川W2X10R","北京现代","1","160","3200","5"
"川Y6N0D2","法拉利","1","200","4000","5"
"川Y8PF17","北京现代","1","160","3200","2"
"新A2R168","兰博基尼","1","170","3400","4"
"新AC4N27","沃克斯豪尔","1","210","4200","5"
"新AG3R67","林肯","1","180","3600","5"
"新B48127","奥迪","1","220","4400","5"
"新CM2V27","迈巴赫","1","210","4200","5"
"新CS4E23","比亚迪","1","160","3200","5"
"新D2767E","比亚迪","1","160","3200","5"
"新EL9Y35","宝马","1","170","3400","5"
"新FT4S59","法拉利","1","200","4000","5"
"新H17V8P","路虎","1","180","3600","5"
"新J0LX61","沃克斯豪尔","1","210","4200","5"
"晋A03ZJ9","夏利","1","150","3000","5"
"晋A14LZ0","沃克斯豪尔","1","210","4200","5"
"晋A1RB26","比亚迪","1","160","3200","5"
"晋AP4628","奥迪","1","220","4400","5"
"晋B41O3V","凯迪拉克","1","190","3800","5"
"晋C31V40","比亚迪","1","160","3200","5"
"晋C32KS6","一汽大众","1","150","3000","5"
"晋D0H69K","凯迪拉克","1","190","3800","5"
"晋DB80K6","沃克斯豪尔","1","210","4200","5"
"晋E1ZH63","保时捷","1","200","4000","5"
"晋ED8120","雪佛兰","1","180","3600","4"
"晋F36YD8","一汽大众","1","150","3000","5"
"晋H15NC5","一汽大众","1","150","3000","5"
"晋J8HP82","奔驰","1","170","3400","5"
"晋J8KN70","沃尔沃","1","220","4400","5"
"晋J98N1M","福特","1","190","3800","5"
"晋MH8B31","比亚迪","1","160","3200","5"
"桂E3QK89","路虎","1","180","3600","4"
"桂E4618H","奔驰","1","170","3400","5"
"桂EO285X","迈巴赫","1","210","4200","5"
"桂G19WQ7","迈巴赫","1","210","4200","5"
"桂GM78F2","捷豹","1","190","3800","5"
"桂GS6D49","北京现代","1","160","3200","5"
"桂H7M82Y","玛莎拉蒂","1","210","4200","5"
"桂H7SD89","沃尔沃","1","220","4400","5"
"桂JZ86D6","宝马","1","170","3400","5"
"桂MW8P91","雪铁龙","1","200","4000","5"
"桂N19Y74","奔驰","1","170","3400","5"
"桂N1B3N6","兰博基尼","0","170","3400","5"
"桂N3W158","长城","1","160","3200","5"
"桂RB11E2","一汽大众","1","150","3000","5"
"沪A8I5M0","捷豹","1","190","3800","5"
"沪BJ32G9","路虎","1","180","3600","5"
"沪C3Q80R","玛莎拉蒂","1","210","4200","4"
"沪CL9153","林肯","1","180","3600","5"
"沪CP92P7","福特","1","190","3800","5"
"沪D0E5M2","沃尔沃","1","220","4400","5"
"沪D4CZ16","比亚迪","1","160","3200","5"
"沪D93893","保时捷","1","200","4000","5"
"沪DV14X6","雪铁龙","1","200","4000","5"
"津CD1U46","沃克斯豪尔","1","210","4200","5"
"津CP947S","雪铁龙","1","200","4000","5"
"津E009N1","奥迪","1","220","4400","5"
"津E2FD73","林肯","1","180","3600","5"
"浙C8V7P5","长城","1","160","3200","5"
"浙D4G06Z","保时捷","1","200","4000","5"
"浙F01W82","迈巴赫","1","210","4200","5"
"浙FI874T","一汽大众","1","150","3000","5"
"浙FV17I2","北京现代","1","160","3200","5"
"浙GJ5D44","奔驰","1","170","3400","5"
"浙GM7M59","沃尔沃","1","220","4400","5"
"浙J1UY47","沃克斯豪尔","1","210","4200","5"
"浙J8XH27","沃克斯豪尔","1","210","4200","5"
"浙JB219N","沃克斯豪尔","1","210","4200","5"
"浙L2LQ80","沃克斯豪尔","1","210","4200","5"
"浙LA06X6","法拉利","1","200","4000","5"
"渝AU6N98","雪铁龙","1","200","4000","5"
"渝B367W9","雪铁龙","1","200","4000","5"
"渝B3ZV97","长城","1","160","3200","5"
"渝G1RU59","沃尔沃","1","220","4400","5"
"渝G330H9","凯迪拉克","1","190","3800","5"
"渝GW9M66","沃克斯豪尔","1","210","4200","5"
"湘A83626","法拉利","1","200","4000","5"
"湘B5V966","奔驰","1","170","3400","5"
"湘B64BY8","福特","1","190","3800","5"
"湘BX349F","沃克斯豪尔","1","210","4200","5"
"湘CG9N21","沃克斯豪尔","1","210","4200","5"
"湘CJ79N4","捷豹","1","190","3800","5"
"湘DU6A14","长城","1","160","3200","5"
"湘EG7J38","林肯","1","180","3600","5"
"湘F1HS32","兰博基尼","1","170","3400","5"
"湘F73BI1","凯迪拉克","1","190","3800","5"
"湘GY57A7","迈巴赫","1","210","4200","1"
"湘H15G36","一汽大众","1","150","3000","5"
"湘K8T91K","福特","1","190","3800","5"
"湘KU61F7","奔驰","1","170","3400","5"
"湘N12A36","玛莎拉蒂","1","210","4200","5"
"湘N5ZD89","保时捷","1","200","4000","5"
"湘S33Q5V","奥迪","1","220","4400","5"
"湘U0DE05","路虎","1","180","3600","5"
"湘UF5379","比亚迪","1","160","3200","5"
"琼AN5I43","夏利","1","150","3000","5"
"琼DR5G50","奥迪","1","220","4400","5"
"琼E4W56B","兰博基尼","1","170","3400","5"
"琼E5S4H0","雪铁龙","1","200","4000","5"
"琼E64Z9E","路虎","1","180","3600","5"
"琼E81DN6","兰博基尼","1","170","3400","5"
"甘A0P2U5","福特","1","190","3800","5"
"甘B978RL","雪铁龙","1","200","4000","5"
"甘J7V1R9","保时捷","1","200","4000","5"
"甘J93406","法拉利","1","200","4000","5"
"甘JT43C7","福特","1","190","3800","5"
"甘K5583B","比亚迪","1","160","3200","5"
"甘M60205","福特","1","190","3800","5"
"甘MB56G1","沃尔沃","1","220","4400","5"
"甘N8107C","比亚迪","1","160","3200","5"
"甘P7EX99","宝马","1","170","3400","5"
"甘PJ6Q09","林肯","1","180","3600","5"
"甘PW7X95","捷豹","1","190","3800","5"
"皖EH7N82","长城","1","160","3200","5"
"皖G3WG53","沃克斯豪尔","1","210","4200","5"
"皖HQ0908","奥迪","1","220","4400","5"
"皖J36K49","雪佛兰","1","180","3600","4"
"皖L511GV","林肯","1","180","3600","5"
"皖LC43P6","宝马","1","170","3400","5"
"皖LU0V52","比亚迪","1","160","3200","5"
"皖P217M4","保时捷","1","200","4000","5"
"皖P8872L","雪佛兰","1","180","3600","5"
"皖R3257P","奔驰","1","170","3400","5"
"粤B9SG75","沃尔沃","1","220","4400","5"
"粤E054MJ","捷豹","1","190","3800","5"
"粤F0GZ66","一汽大众","1","150","3000","5"
"粤F3VB03","夏利","1","150","3000","5"
"粤F68F94","宝马","0","170","3400","5"
"粤FW907Q","福特","1","190","3800","5"
"粤GK6U48","林肯","1","180","3600","5"
"粤HQ269R","福特","1","190","3800","5"
"粤KJ32W8","兰博基尼","1","170","3400","5"
"粤L37801","保时捷","1","200","4000","5"
"粤P22PM1","沃克斯豪尔","1","210","4200","5"
"粤PB6Y33","长城","1","160","3200","5"
"粤S96CL2","保时捷","1","200","4000","5"
"粤TZ608J","沃尔沃","1","220","4400","5"
"粤U69GF5","奥迪","1","220","4400","5"
"粤V7CD61","宝马","1","170","3400","5"
"粤VM3P03","奔驰","1","170","3400","5"
"粤WT1688","迈巴赫","1","210","4200","5"
"粤X98TW2","长城","1","160","3200","5"
"粤Z30688","路虎","1","180","3600","5"
"苏B149QS","长城","1","160","3200","5"
"苏C3MJ76","兰博基尼","1","170","3400","5"
"苏C6X105","雪铁龙","1","200","4000","5"
"苏D9204E","宝马","1","170","3400","5"
"苏EB0O25","雪佛兰","1","180","3600","5"
"苏F4KJ14","沃克斯豪尔","1","210","4200","5"
"苏G9579J","沃克斯豪尔","1","210","4200","5"
"苏G9S5Z4","长城","1","160","3200","5"
"苏J1NN36","雪铁龙","1","200","4000","5"
"苏M486F0","宝马","1","170","3400","5"
"蒙A22SI6","兰博基尼","1","170","3400","5"
"蒙C595T7","夏利","1","150","3000","5"
"蒙D5OI58","保时捷","1","200","4000","5"
"蒙D5P4V6","沃尔沃","1","220","4400","5"
"蒙D79851","兰博基尼","1","170","3400","5"
"蒙ED02Q1","凯迪拉克","1","190","3800","5"
"蒙EQ503P","捷豹","1","190","3800","5"
"蒙EW90S6","玛莎拉蒂","1","210","4200","5"
"蒙F475SR","沃尔沃","1","220","4400","5"
"蒙K71VQ0","一汽大众","1","150","3000","5"
"蒙L49SN3","法拉利","1","200","4000","5"
"蒙M2FW66","雪铁龙","1","200","4000","5"
"藏B45CK3","迈巴赫","1","210","4200","5"
"藏D32R00","路虎","1","180","3600","5"
"藏FB8A69","宝马","1","170","3400","5"
"藏G37PU8","法拉利","1","200","4000","5"
"藏G7UD94","林肯","1","180","3600","5"
"藏GO7H96","凯迪拉克","1","190","3800","5"
"藏H39P2T","林肯","1","180","3600","5"
"藏H7WC71","比亚迪","1","160","3200","5"
"藏J2Q4V1","一汽大众","1","150","3000","5"
"藏JJ6W46","玛莎拉蒂","1","210","4200","5"
"豫BI6474","宝马","1","170","3400","5"
"豫D8Y929","沃克斯豪尔","1","210","4200","5"
"豫DA1J96","路虎","1","180","3600","5"
"豫DC2D03","一汽大众","1","150","3000","5"
"豫DK718F","比亚迪","1","160","3200","5"
"豫E727YJ","凯迪拉克","1","190","3800","5"
"豫G9HK28","福特","1","190","3800","5"
"豫HX9X56","雪佛兰","1","180","3600","5"
"豫JM5Z31","宝马","1","170","3400","5"
"豫L2IB17","雪铁龙","1","200","4000","5"
"豫L2UV11","雪铁龙","1","200","4000","5"
"豫L600KW","奔驰","1","170","3400","5"
"豫L7C407","凯迪拉克","1","190","3800","5"
"豫LI3E35","雪佛兰","1","180","3600","5"
"豫N49561","兰博基尼","1","170","3400","5"
"豫N5R19A","宝马","1","170","3400","5"
"豫NU5D29","保时捷","1","200","4000","5"
"豫P854Q9","林肯","1","180","3600","5"
"豫QA4035","沃克斯豪尔","1","210","4200","5"
"豫RV0F78","长城","1","160","3200","5"
"豫S32R2O","长城","1","160","3200","5"
"豫UN3E30","捷豹","1","190","3800","5"
"贵BY7G54","玛莎拉蒂","1","210","4200","5"
"贵C2VQ33","凯迪拉克","1","190","3800","5"
"贵D6B80D","宝马","1","170","3400","5"
"贵F529HJ","雪铁龙","1","200","4000","5"
"贵FN0U90","雪佛兰","1","180","3600","5"
"贵G66W98","法拉利","1","200","4000","5"
"贵G8LF58","捷豹","1","190","3800","5"
"贵H14IV2","长城","1","160","3200","5"
"贵H2S0Y6","宝马","1","170","3400","5"
"赣A0WM39","一汽大众","1","150","3000","5"
"赣A148I6","夏利","1","150","3000","5"
"赣AG1619","雪铁龙","1","200","4000","5"
"赣BX5439","奔驰","1","170","3400","5"
"赣D2C898","玛莎拉蒂","1","210","4200","5"
"赣E15TV4","路虎","1","180","3600","5"
"赣E2BW74","夏利","1","150","3000","5"
"赣E4Q7A4","路虎","1","180","3600","5"
"赣F66860","奥迪","1","220","4400","5"
"赣FD5C74","比亚迪","1","160","3200","5"
"赣G85450","宝马","1","170","3400","5"
"赣G8VF71","北京现代","1","160","3200","4"
"赣HA3744","凯迪拉克","1","190","3800","5"
"赣J9HB54","宝马","1","170","3400","5"
"赣K3W035","沃尔沃","1","220","4400","5"
"赣L213V5","一汽大众","1","150","3000","5"
"赣L3H1D0","奔驰","1","170","3400","5"
"赣MK53L1","兰博基尼","1","170","3400","5"
"辽F03O8B","北京现代","1","160","3200","5"
"辽F7I1Y8","雪铁龙","1","200","4000","5"
"辽GI0497","夏利","1","150","3000","5"
"辽H4G51H","沃尔沃","1","220","4400","5"
"辽H52T67","雪铁龙","1","200","4000","5"
"辽K986G3","雪佛兰","1","180","3600","5"
"辽KT6X29","宝马","1","170","3400","5"
"辽KZ2T68","福特","1","190","3800","5"
"辽L0S444","兰博基尼","1","170","3400","5"
"辽L50308","兰博基尼","1","170","3400","5"
"辽LZ08W9","北京现代","1","160","3200","5"
"辽MS34X8","北京现代","1","160","3200","5"
"辽N944V9","法拉利","1","200","4000","5"
"辽P0YW12","一汽大众","1","150","3000","5"
"辽PQ4C41","林肯","1","180","3600","5"
"鄂B6PV71","路虎","1","180","3600","5"
"鄂B716PU","法拉利","1","200","4000","5"
"鄂G2ON68","夏利","1","150","3000","5"
"鄂HE7466","捷豹","1","190","3800","5"
"鄂P58073","一汽大众","1","150","3000","5"
"闽AK14N1","宝马","1","170","3400","5"
"闽F7J6Z4","长城","1","160","3200","5"
"闽FW5410","夏利","1","150","3000","5"
"闽G99JZ5","兰博基尼","1","170","3400","5"
"闽GK8Z06","一汽大众","1","150","3000","5"
"闽H9FT39","奥迪","1","220","4400","5"
"闽JL6O28","玛莎拉蒂","1","210","4200","5"
"闽K8H6J2","福特","1","190","3800","5"
"闽KE6I49","一汽大众","1","150","3000","5"
"陕A6EE81","玛莎拉蒂","1","210","4200","5"
"陕AN287S","夏利","1","150","3000","5"
"陕B2WN32","福特","1","190","3800","5"
"陕B961U7","宝马","1","170","3400","5"
"陕BD0U66","法拉利","1","200","4000","5"
"陕C87H7O","兰博基尼","1","170","3400","5"
"陕FK6X01","沃尔沃","1","220","4400","5"
"陕H0YB97","迈巴赫","1","210","4200","5"
"陕HC1G19","法拉利","1","200","4000","5"
"陕J1IN50","福特","1","190","3800","5"
"陕J38FY0","沃尔沃","1","220","4400","5"
"陕JQ89H1","宝马","1","170","3400","5"
"陕V39512","奥迪","1","220","4400","5"
"陕V6P575","北京现代","1","160","3200","5"
"青B154E3","兰博基尼","1","170","3400","5"
"青BJ9T25","沃尔沃","1","220","4400","5"
"青D089FA","保时捷","1","200","4000","5"
"青D53QN7","宝马","1","170","3400","5"
"青E09AO3","夏利","1","150","3000","5"
"青E11OT0","福特","1","190","3800","5"
"青E714G8","宝马","1","170","3400","5"
"青F26320","夏利","1","150","3000","5"
"青FH46G9","一汽大众","1","150","3000","5"
"青G5UL16","福特","1","190","3800","5"
"鲁A28LW8","路虎","1","180","3600","5"
"鲁A35T71","迈巴赫","1","210","4200","5"
"鲁AC4H76","路虎","1","180","3600","5"
"鲁AT71G5","林肯","1","180","3600","5"
"鲁DK8J53","福特","1","190","3800","5"
"鲁G745VU","北京现代","1","160","3200","5"
"鲁JJ75L2","兰博基尼","1","170","3400","5"
"鲁K04JZ6","雪佛兰","1","180","3600","5"
"鲁KO0Y62","保时捷","1","200","4000","5"
"鲁L52L2T","奥迪","1","220","4400","5"
"鲁LW8R24","一汽大众","1","150","3000","5"
"鲁M0BB95","福特","1","190","3800","5"
"鲁N29856","法拉利","1","200","4000","5"
"鲁P60177","迈巴赫","1","210","4200","5"
"鲁P69TY3","沃尔沃","1","220","4400","5"
"鲁Q1AD54","长城","1","160","3200","5"
"鲁QS803V","北京现代","1","160","3200","5"
"鲁R9J03L","兰博基尼","1","170","3400","5"
"鲁S09F9N","宝马","1","170","3400","5"
"鲁U7SW61","雪铁龙","1","200","4000","5"
"鲁UH0723","一汽大众","1","150","3000","5"
"鲁UL4V31","沃克斯豪尔","1","210","4200","5"
"鲁UO11E8","保时捷","1","200","4000","5"
"黑A11X2B","宝马","1","170","3400","5"
"黑B6XF85","捷豹","1","190","3800","5"
"黑CT4N63","迈巴赫","1","210","4200","5"
"黑D16CI1","沃克斯豪尔","1","210","4200","5"
"黑EY9338","福特","1","190","3800","5"
"黑F4K7K2","玛莎拉蒂","1","210","4200","5"
"黑F4X1A3","沃尔沃","1","220","4400","5"
"黑G437HP","捷豹","1","190","3800","5"
"黑H6W3N9","宝马","1","170","3400","5"
"黑H715Y4","沃尔沃","1","220","4400","5"
"黑K3G494","林肯","1","180","3600","5"
"黑K48WL8","路虎","1","180","3600","5"
"黑K6KO36","雪佛兰","1","180","3600","5"
"黑K78380","兰博基尼","1","170","3400","5"
"黑K8MX00","夏利","1","150","3000","5"
"黑M3LI65","兰博基尼","1","170","3400","5"
"黑N1DT31","一汽大众","1","150","3000","5"
"黑P81BJ8","捷豹","1","190","3800","5"
"黑R3PV04","迈巴赫","1","210","4200","5"
"黑R5H9H8","宝马","1","170","3400","5"
